115;02:21:11;04:16:05;07:17:53;10:54:14;13:08;
116;02:00:36;03:57:20;07:06:55;10:37:33;13:10;
117;02:13:42;04:12:12;07:10:25;10:38:58;13:10;
118;02:08:33;04:05:26;07:07:11;10:38:37;13:11;
119;02:16:09;04:14:05;07:19:07;10:50:17;13:11;
120;02:14:22;04:10:54;07:20:05;10:49:08;13:12;
121;02:14:21;04:19:33;07:25:14;10:48:43;13:12;
122;02:20:48;04:22:52;07:28:21;10:46:50;13:13;
123;02:19:40;04:18:42;07:22:08;10:59:28;13:13;
124;02:16:12;04:18:32;07:12:26;10:28:34;13:14;
125;02:18:21;04:21:14;07:21:38;10:42:59;13:16;
126;02:11:32;04:11:14;07:09:57;10:37:01;13:16;
127;02:15:29;04:15:24;07:11:49;10:37:43;13:17;
128;02:20:30;04:12:01;07:09:15;10:51:10;13:17;
129;02:09:13;04:05:51;07:13:17;10:48:02;13:18;
130;02:15:08;04:21:17;07:25:25;10:52:40;13:18;
131;02:08:50;04:07:00;07:17:51;10:51:28;13:23;
132;02:13:27;04:12:47;07:21:53;11:01:34;13:24;
133;02:08:37;04:01:22;07:07:30;10:48:17;13:24;
134;02:10:27;04:11:12;07:07:33;10:45:51;13:26;
135;02:44:57;05:34:10;08:12:59;11:15:14;13:27;
136;02:31:44;04:39:31;07:38:22;11:06:34;13:28;
137;02:20:57;04:28:14;07:31:19;10:52:45;13:28;
138;02:23:49;04:22:58;07:20:43;10:46:46;13:28;
139;02:07:29;04:05:01;07:07:54;10:48:46;13:28;
140;02:26:44;04:23:05;07:36:58;11:07:58;13:28;
141;02:10:29;04:05:05;07:10:00;10:47:01;13:28;
142;02:13:22;04:15:56;07:25:19;10:59:41;13:29;
143;02:10:30;04:07:11;07:13:35;10:51:08;13:31;
144;02:18:39;04:16:02;07:31:00;10:56:42;13:31;
145;02:21:52;04:25:10;07:28:15;11:00:21;13:32;
146;02:01:55;04:07:28;07:17:17;10:51:50;13:33;
147;02:21:15;04:25:39;07:22:40;10:49:22;13:34;
148;01:59:16;03:41:56;06:49:58;10:59:11;13:34;
149;02:15:48;04:20:04;07:29:20;11:15:24;13:35;
150;02:14:09;04:11:14;07:12:32;10:58:59;13:38;
151;02:21:17;04:26:57;07:17:39;10:50:02;13:40;
152;02:11:54;04:12:39;07:16:23;10:53:08;13:41;
153;02:06:52;04:09:10;07:29:12;11:16:35;13:41;
154;02:14:20;04:11:28;07:18:51;11:01:01;13:41;
155;02:20:51;04:27:10;07:35:16;11:06:59;13:43;
156;02:03:11;03:56:10;06:53:57;10:43:07;13:44;
157;02:18:33;04:20:34;07:27:04;11:12:20;13:44;
158;02:21:13;04:28:52;07:37:12;11:14:10;13:44;
159;02:11:56;04:14:09;07:29:44;11:07:28;13:44;
160;02:20:10;04:40:30;07:57:02;11:19:20;13:50;
161;02:25:16;04:26:59;07:22:13;11:11:30;13:52;
162;02:02:57;03:59:28;07:05:45;11:12:29;13:53;
163;02:03:56;04:01:28;07:00:11;10:52:59;13:54;
164;02:15:13;04:19:25;07:48:43;11:27:48;13:54;
165;02:14:30;04:18:08;07:39:28;11:23:54;13:56;
166;02:36:32;04:45:11;07:59:12;11:35:33;13:56;
166;02:31:44;04:34:23;07:39:41;11:23:33;13:56;
168;02:13:36;04:22:52;07:47:06;11:28:51;13:56;
169;02:23:46;04:25:52;07:37:26;11:15:28;13:56;
170;02:13:56;04:15:46;07:08:38;10:48:33;13:57;
171;02:27:36;04:37:46;07:48:44;11:18:55;13:57;
172;02:39:58;04:53:06;08:08:09;11:37:57;13:57;
173;02:21:50;04:31:15;07:42:15;11:16:15;13:59;
174;02:29:43;04:37:43;07:50:41;11:29:42;13:59;
175;02:14:10;04:20:01;07:37:40;11:19:43;13:59;
176;02:27:24;04:36:57;07:48:32;11:22:22;14:04;
177;02:18:29;04:21:15;07:21:31;11:11:47;14:04;
178;02:30:57;04:40:27;07:56:42;11:31:28;14:05;
179;02:25:50;04:37:27;07:48:13;11:07:30;14:06;
180;02:12:32;04:13:32;07:23:48;11:18:36;14:06;
181;02:31:56;04:52:04;08:06:55;11:47:16;14:08;
182;02:22:38;04:40:43;07:58:14;11:31:05;14:09;
183;02:21:10;04:22:53;07:33:26;11:28:30;14:11;
184;02:20:32;04:18:21;07:24:32;11:19:39;14:11;
185;02:34:23;04:42:38;07:59:59;11:35:14;14:11;
186;02:30:08;04:44:55;08:04:45;11:43:29;14:11;
187;02:31:57;04:35:29;07:58:58;11:50:07;14:12;
188;02:18:38;04:40:26;08:07:29;11:46:54;14:13;
189;02:18:03;04:27:38;07:37:31;11:26:10;14:13;
190;02:18:40;04:27:13;07:35:48;11:26:09;14:14;
191;02:11:59;04:17:56;07:37:58;11:37:28;14:14;
192;02:30:55;04:48:26;07:58:05;11:30:28;14:14;
193;02:31:05;04:43:17;08:06:57;11:48:13;14:14;
194;02:17:01;04:28:31;07:44:47;11:36:24;14:15;
195;02:23:48;04:29:50;08:04:43;11:45:18;14:15;
196;02:23:19;04:28:00;07:46:56;11:27:42;14:17;
197;02:09:58;04:16:42;07:40:21;11:31:17;14:18;
198;01:59:47;03:52:47;07:02:04;11:04:33;14:18;
199;02:37:22;04:44:31;07:58:38;11:39:52;14:20;
200;02:14:18;04:15:13;07:22:19;11:07:21;14:21;
201;02:11:35;04:11:25;07:34:57;11:26:31;14:22;
202;02:14:52;04:15:19;07:36:39;11:22:00;14:24;
203;02:12:34;04:14:05;07:47:41;11:29:19;14:24;
204;02:29:11;04:48:27;07:44:43;11:31:12;14:26;
205;02:24:09;04:35:34;07:53:34;11:35:06;14:27;
206;02:37:08;04:54:28;08:05:40;11:40:56;14:28;
207;02:22:22;04:34:18;08:00:00;11:48:26;14:28;
208;02:10:43;04:13:44;07:34:53;11:32:50;14:28;
209;02:29:41;04:34:19;07:54:53;11:52:47;14:28;
210;02:12:37;04:27:18;07:44:41;11:36:40;14:29;
211;02:31:12;04:33:07;07:42:11;11:35:53;14:29;
212;02:23:51;04:30:08;07:51:29;11:38:55;14:29;
213;02:07:01;04:11:43;07:48:49;11:57:45;14:29;
214;02:19:12;04:37:55;07:57:55;11:43:31;14:29;
215;02:36:14;04:43:56;08:10:34;12:00:44;14:30;
216;02:21:06;04:32:08;07:53:05;11:49:16;14:31;
217;02:25:51;04:38:42;08:14:46;11:36:33;14:32;
218;02:21:01;04:27:58;07:47:30;11:38:18;14:32;
219;02:21:20;04:28:18;07:50:53;11:47:52;14:32;
220;02:33:28;04:39:13;08:04:14;12:03:52;14:32;
221;02:16:28;04:17:02;07:44:42;11:44:57;14:34;
222;02:39:11;04:56:28;08:24:44;12:02:35;14:34;
223;02:12:55;04:16:04;07:48:13;11:41:07;14:36;
224;02:21:02;04:33:04;08:02:24;11:51:53;14:36;
225;02:11:38;04:23:00;07:49:12;11:41:04;14:36;
226;02:25:38;04:43:05;08:03:05;11:48:34;14:39;
227;02:18:45;04:16:09;07:40:14;11:40:01;14:39;
228;02:36:07;05:13:18;09:21:19;12:22:20;14:39;
229;02:31:05;04:41:08;08:00:49;11:52:46;14:39;
230;02:25:39;04:28:17;07:53:36;11:49:06;14:40;
231;02:25:57;04:35:28;07:58:16;11:58:18;14:41;
232;02:04:03;04:00:50;07:43:20;11:54:57;14:42;
233;02:33:52;04:42:40;08:04:36;11:59:47;14:42;
234;02:28:05;04:40:13;07:55:15;11:55:54;14:44;
235;02:33:15;04:44:59;07:58:31;11:51:29;14:44;
236;02:39:45;04:54:30;08:11:05;12:00:46;14:44;
237;02:14:14;04:20:50;07:42:03;11:44:21;14:45;
238;02:37:25;04:49:46;07:59:29;11:55:20;14:47;
239;02:16:57;04:30:11;08:01:14;12:02:46;14:47;
240;02:26:16;04:32:11;08:05:42;12:02:53;14:47;
241;02:34:18;04:44:29;08:04:31;12:10:50;14:47;
242;02:14:33;04:30:43;07:56:47;12:01:07;14:47;
243;02:20:47;04:40:30;08:11:04;12:02:31;14:48;
244;02:37:20;04:57:29;08:03:57;11:55:30;14:49;
245;02:31:12;04:51:16;08:47:14;12:16:57;14:49;
246;02:33:35;04:44:50;08:23:03;12:18:58;14:49;
247;02:33:48;04:50:39;08:05:05;12:01:27;14:50;
248;02:41:03;04:51:24;08:23:07;12:17:15;14:50;
249;02:26:08;04:32:33;07:55:01;11:56:23;14:51;
250;02:11:06;04:21:14;07:56:11;11:48:57;14:51;
251;02:26:59;04:41:12;07:57:10;11:56:40;14:52;
251;02:16:31;04:24:54;07:52:25;11:52:47;14:52;
253;02:41:14;04:58:58;08:36:48;12:16:56;14:52;
254;02:37:28;04:56:33;08:20:58;12:04:10;14:52;
255;02:30:36;04:36:39;08:07:03;12:10:17;14:52;
256;02:18:13;04:30:49;08:00:41;11:52:00;14:53;
257;02:40:00;05:00:41;08:29:28;12:12:57;14:53;
258;02:13:59;04:22:58;08:02:10;12:10:38;14:53;
259;02:21:04;04:22:10;07:54:25;12:10:44;14:55;
260;02:21:54;04:30:35;07:56:02;12:09:17;14:56;
261;02:36:29;04:49:00;08:11:33;11:55:53;14:56;
262;02:11:51;04:11:26;07:34:04;11:40:52;14:57;
263;02:30:33;04:34:04;08:15:38;12:14:59;14:57;
264;02:16:27;04:21:30;07:39:31;12:26:17;14:57;
265;02:26:01;04:44:47;08:01:49;12:10:20;14:57;
266;02:32:35;04:42:42;07:58:06;12:03:01;14:58;
267;02:10:21;04:22:47;07:59:26;12:20:47;14:59;
268;02:25:48;04:48:50;08:22:51;12:26:09;14:59;
269;02:14:13;04:20:30;07:47:19;12:03:45;14:59;
270;02:34:01;04:50:17;08:07:20;12:08:45;15:00;
271;02:37:19;04:50:16;08:16:45;12:02:52;15:01;
272;02:30:40;04:42:27;08:20:29;12:23:29;15:02;
273;02:39:41;05:05:45;08:39:54;12:32:05;15:02;
274;02:25:47;04:36:25;08:06:54;12:09:09;15:02;
275;02:31:48;04:41:10;08:13:50;12:11:24;15:02;
276;02:41:54;05:04:38;08:34:38;12:32:30;15:03;
277;02:24:45;04:47:12;08:27:38;12:23:37;15:04;
278;02:14:29;04:23:59;07:41:38;12:02:01;15:04;
279;02:25:40;04:41:57;08:16:59;12:20:06;15:04;
280;02:37:16;04:57:52;08:23:00;12:18:17;15:05;
281;02:32:32;04:47:16;08:09:06;12:10:29;15:07;
282;02:20:55;04:27:47;07:58:17;12:04:13;15:07;
283;02:22:24;04:37:34;08:10:38;12:16:22;15:08;
284;02:39:09;04:53:50;08:12:27;12:06:02;15:10;
285;02:32:19;04:44:39;08:17:18;12:18:29;15:10;
286;02:38:59;04:57:53;08:29:39;12:24:13;15:10;
287;02:40:17;04:52:12;08:14:14;12:18:41;15:10;
288;02:20:15;04:31:45;08:14:01;12:21:34;15:10;
289;02:20:26;04:41:13;08:27:42;12:20:33;15:10;
290;02:37:17;04:52:22;08:25:39;12:31:10;15:11;
290;02:27:29;04:44:11;08:15:59;12:25:55;15:11;
292;02:35:25;04:53:11;08:19:28;12:12:55;15:11;
293;02:21:31;04:31:48;08:05:51;12:16:52;15:11;
294;02:09:33;04:13:21;07:49:57;12:02:14;15:13;
295;02:16:00;04:30:16;07:57:57;12:08:10;15:13;
296;02:34:20;04:53:05;08:18:51;12:19:34;15:13;
296;02:15:34;04:21:21;07:49:10;12:31:18;15:13;
298;02:38:35;05:07:34;08:48:06;12:42:54;15:13;
299;02:23:29;04:49:38;08:15:34;12:25:36;15:13;
300;02:40:29;05:02:51;08:43:41;12:26:50;15:13;
301;02:39:00;05:04:56;08:37:39;12:34:13;15:14;
302;02:20:18;04:33:19;08:05:22;12:16:43;15:15;
303;02:24:46;04:41:09;08:17:32;12:28:16;15:16;
304;02:28:39;04:42:31;08:17:30;12:28:44;15:16;
305;02:27:07;04:42:28;08:18:35;12:24:10;15:17;
306;02:44:01;05:06:05;08:43:28;12:36:42;15:17;
307;02:18:27;04:34:15;08:12:13;12:24:48;15:17;
308;02:18:41;04:27:58;07:48:39;12:07:30;15:17;
309;02:32:49;04:42:33;08:09:20;12:30:36;15:18;
310;02:23:25;04:38:12;08:24:16;12:25:07;15:18;
311;02:40:22;04:54:32;08:38:46;12:33:37;15:19;
312;02:45:12;05:01:50;08:32:18;12:30:33;15:19;
313;02:32:02;04:54:56;08:28:29;12:33:38;15:19;
314;02:25:42;04:38:56;08:14:16;12:33:39;15:19;
315;02:37:53;04:59:57;08:59:06;12:43:28;15:19;
316;02:34:45;04:56:55;08:27:31;12:27:26;15:20;
317;02:19:14;04:32:37;08:15:26;12:41:18;15:21;
318;02:21:50;04:40:47;08:14:30;12:33:19;15:22;
319;02:33:07;04:50:40;08:19:24;12:12:44;15:22;
320;02:24:59;04:31:32;07:58:12;12:17:59;15:22;
321;02:36:21;04:55:19;08:28:49;12:25:23;15:23;
322;02:31:09;05:03:30;08:44:10;12:43:31;15:23;
323;02:37:46;04:52:54;08:36:06;12:55:20;15:23;
324;02:31:40;04:41:04;08:06:05;12:05:56;15:24;
325;02:43:15;05:08:30;08:36:36;12:31:51;15:24;
326;02:21:11;04:33:55;08:04:03;12:11:06;15:24;
327;02:13:20;04:25:36;07:57:17;12:20:14;15:24;
328;02:39:06;04:57:49;08:41:21;12:45:27;15:24;
329;02:40:57;04:55:16;08:26:38;12:28:24;15:26;
330;02:29:41;04:55:47;08:35:32;12:32:01;15:26;
331;02:31:47;04:47:53;08:23:36;12:34:09;15:26;
332;02:43:22;05:02:29;08:47:15;12:47:16;15:27;
333;02:33:13;04:54:49;08:51:05;12:59:17;15:28;
334;02:35:38;04:53:29;08:24:52;12:28:36;15:28;
335;02:41:09;05:02:31;08:39:31;12:45:27;15:28;
336;02:25:53;04:35:35;08:04:42;12:45:52;15:28;
337;02:12:07;04:20:16;08:07:01;12:36:14;15:29;
338;03:42:25;05:02:24;08:35:08;12:43:37;15:30;
339;02:26:10;04:41:16;08:12:15;12:32:39;15:30;
340;02:25:55;04:41:36;08:15:30;12:37:06;15:30;
341;02:16:16;04:37:05;08:09:50;12:26:32;15:31;
342;02:39:49;04:56:48;08:42:19;12:53:26;15:31;
343;02:30:49;04:50:50;08:35:28;12:41:00;15:31;
344;02:47:03;05:04:08;08:58:27;12:58:45;15:31;
345;02:26:51;04:52:04;08:26:22;12:53:28;15:32;
346;02:27:19;04:46:48;08:16:04;12:38:52;15:32;
347;02:25:30;04:50:45;08:26:48;12:36:42;15:32;
348;02:25:34;04:53:31;08:39:59;12:46:43;15:33;
349;02:29:32;04:44:03;08:25:53;12:37:56;15:34;
350;02:37:23;04:59:03;08:37:23;12:52:38;15:35;
351;02:44:59;05:07:32;08:44:40;12:46:59;15:35;
352;02:32:47;04:53:48;08:26:11;12:30:13;15:35;
353;02:36:25;05:17:04;08:57:01;12:52:30;15:35;
354;02:41:58;05:05:44;08:49:04;12:52:47;15:37;
355;02:39:44;05:04:08;08:34:48;12:32:48;15:37;
356;02:44:14;05:09:41;08:42:54;12:48:05;15:37;
357;02:30:57;04:48:58;08:27:21;12:54:30;15:38;
358;02:14:09;04:35:25;08:26:53;12:35:39;15:38;
359;02:39:29;05:06:08;08:53:17;12:51:48;15:38;
360;02:37:42;05:06:11;08:45:07;12:46:17;15:38;
361;02:39:20;05:07:00;08:34:04;12:44:54;15:38;
362;02:32:39;04:43:18;08:30:43;12:50:20;15:38;
363;02:46:57;05:04:06;08:41:46;12:49:37;15:38;
364;02:29:58;04:52:28;08:34:53;12:38:17;15:38;
365;02:33:56;04:47:03;08:18:25;12:44:08;15:40;
366;02:40:19;05:03:19;08:37:01;12:42:23;15:40;
367;02:29:35;04:47:24;08:29:54;12:53:50;15:40;
368;02:23:12;04:29:12;08:09:57;12:28:49;15:40;
369;02:25:54;04:41:27;08:28:52;12:33:45;15:42;
370;02:36:33;05:07:56;08:48:39;12:47:39;15:42;
371;02:35:44;04:41:11;08:19:30;13:02:18;15:44;
372;02:31:37;05:00:00;08:49:29;12:48:44;15:44;
373;02:34:21;04:51:10;08:36:32;12:55:38;15:44;
374;02:36:43;04:50:55;08:34:41;12:50:33;15:44;
375;02:16:07;04:25:03;08:09:19;12:29:01;15:44;
376;02:25:28;04:53:25;08:36:40;12:55:05;15:44;
377;02:40:27;05:17:14;09:00:20;13:02:26;15:44;
378;02:39:03;04:58:27;09:01:11;13:06:59;15:45;
379;02:36:55;05:11:38;09:05:13;13:02:57;15:45;
380;02:41:16;05:10:05;09:15:50;13:12:19;15:46;
381;02:27:17;04:53:04;08:31:22;12:59:17;15:47;
382;02:45:22;05:16:18;08:54:53;13:07:09;15:47;
383;02:33:09;04:53:09;08:42:35;13:04:37;15:49;
384;02:47:05;05:17:42;09:12:32;13:23:16;15:50;
385;02:40:21;04:59:52;08:43:24;13:01:45;15:51;
386;02:40:13;05:08:46;08:58:51;13:06:43;15:51;
387;02:45:57;05:19:00;09:21:29;13:28:14;15:52;
388;02:45:09;05:36:32;09:22:03;13:17:02;15:52;
389;02:29:31;04:58:20;08:48:33;12:54:41;15:55;
390;02:36:17;04:57:27;08:59:16;13:04:14;15:56;
391;02:37:59;05:10:55;09:11:11;13:18:49;15:56;
392;02:46:15;05:16:19;09:10:34;13:13:10;15:56;
393;02:33:26;04:56:36;08:43:29;13:02:50;15:57;
394;02:40:05;05:12:48;08:53:05;13:07:59;15:59;
396;02:22:20;04:35:53;08:30:25;13:06:31;16:01;
397;02:55:03;05:25:46;09:28:17;13:23:46;16:02;
398;02:32:37;04:56:10;08:46:34;13:11:14;16:03;
399;02:33:58;04:44:22;08:35:06;13:08:22;16:04;
400;02:31:02;04:48:56;08:29:35;12:54:10;16:05;
401;02:34:17;05:03:20;08:51:42;13:02:40;16:05;
402;02:39:02;04:57:05;09:10:51;13:34:16;16:05;
403;02:25:35;04:44:45;08:35:05;13:08:48;16:07;
404;02:39:46;05:08:42;09:23:09;13:18:40;16:09;
405;02:41:55;05:14:32;09:11:58;13:19:32;16:10;
406;02:36:56;04:50:44;08:38:58;13:12:36;16:12;
407;02:38:55;04:58:59;08:48:31;13:06:40;16:12;
408;02:32:06;04:53:49;09:02:39;13:11:32;16:13;
409;02:43:56;05:06:57;09:02:23;13:15:19;16:13;
410;02:25:44;04:56:43;08:59:12;13:13:49;16:18;
411;02:41:36;05:06:25;08:46:03;13:17:14;16:19;
412;02:46:01;05:31:58;09:30:32;13:29:07;16:20;
413;02:28:59;04:57:59;09:05:28;13:28:42;16:22;
414;02:32:22;05:06:04;09:12:44;13:12:21;16:22;
415;02:38:53;04:58:56;08:52:53;13:21:34;16:30;
416;02:38:56;05:10:27;09:03:03;13:20:11;16:32;
417;02:32:00;05:02:50;09:01:31;13:36:46;16:32;
418;02:39:18;05:09:06;09:47:20;13:31:15;16:33;
419;02:38:37;05:23:24;10:03:03;13:31:16;16:33;
420;02:37:43;04:56:54;08:33:36;13:08:52;16:33;
421;02:45:19;05:11:00;09:15:57;13:34:07;16:34;
422;02:49:46;05:27:41;09:16:54;13:22:29;16:34;
423;02:33:47;05:18:55;09:05:18;13:30:53;16:34;
424;02:39:35;05:05:13;09:01:01;13:27:53;16:36;
425;02:33:17;04:49:48;08:40:25;13:13:03;16:36;
426;02:41:52;05:07:33;09:02:05;13:14:59;16:36;
427;02:42:40;05:14:33;09:07:12;13:23:03;16:37;
428;02:53:49;05:19:39;09:21:10;13:36:37;16:37;
429;02:34:26;05:11:13;08:59:08;13:23:01;16:38;
430;02:49:37;05:29:50;09:29:49;13:23:44;16:38;
431;02:32:24;05:07:03;08:58:43;13:17:53;16:38;
432;02:39:15;05:17:15;09:12:05;13:29:39;16:41;
433;02:45:21;05:18:48;09:04:21;13:18:09;16:45;
434;02:42:05;05:14:02;09:30:28;13:35:13;16:47;
435;02:24:36;05:01:44;09:00:52;13:34:27;16:51;
436;02:31:42;05:02:26;09:12:40;13:35:35;16:51;
437;02:32:26;04:57:20;09:07:52;13:31:45;16:51;
438;02:44:09;05:16:15;09:21:39;13:35:20;16:52;
439;02:45:35;05:16:14;09:14:56;13:31:31;16:53;
440;02:36:24;05:14:50;09:28:22;13:40:55;16:53;
441;02:46:41;05:17:34;09:11:48;13:36:02;16:56;
442;02:39:07;05:22:41;09:25:51;13:35:08;16:59;
444;02:23:27;04:51:16;09:06:32;13:29:46;17:00;
445;02:48:38;05:24:28;09:33:58;13:35:49;17:01;
446;02:39:52;05:10:40;09:10:18;13:33:01;17:01;
447;02:31:04;05:13:28;09:13:41;13:29:36;17:03;
448;02:46:35;05:18:18;09:04:42;13:32:59;17:04;
449;02:21:09;04:49:10;08:48:46;13:30:52;17:05;
451;02:54:58;05:55:03;09:39:30;13:38:24;17:09;
452;02:42:18;05:03:51;09:08:35;13:41:36;17:09;
453;02:39:19;05:14:28;09:34:03;13:41:40;17:12;
454;02:44:10;05:14:37;09:15:18;13:36:41;17:13;
