Id;5km;10km;15km;19.9km;Cz. netto;min/km;km/h;;;;;;;;
282;00:24:27;00:48:32;01:11:44;01:36:08;01:42:12.150;04:50;12.4;;;;;;;;
283;00:24:51;00:48:58;01:12:29;01:36:18;01:42:18.400;04:50;12.4;;;;;;;;
284;00:23:41;00:47:18;01:11:09;01:36:11;01:42:45.050;04:52;12.3;;;;;;;;
285;00:23:44;00:47:24;01:11:42;01:36:37;01:43:13.350;04:53;12.3;;;;;;;;
286;00:24:54;00:49:29;01:13:20;01:37:17;01:43:01.700;04:52;12.3;;;;;;;;
287;00:23:30;00:46:50;01:10:52;01:36:26;01:43:22.950;04:53;12.2;;;;;;;;
288;00:25:28;00:49:35;01:13:00;01:36:48;01:43:10.450;04:53;12.3;;;;;;;;
289;00:23:20;00:46:43;01:10:43;01:36:57;01:43:35.050;04:54;12.2;;;;;;;;
290;00:23:29;00:47:30;01:12:03;01:37:00;01:43:27.450;04:54;12.2;;;;;;;;
291;00:25:18;00:49:42;01:13:01;01:36:51;01:42:47.700;04:52;12.3;;;;;;;;
292;00:23:05;00:46:54;01:11:22;01:36:44;01:43:12.150;04:53;12.3;;;;;;;;
293;00:23:50;00:47:15;01:11:28;01:36:27;01:43:13.800;04:53;12.3;;;;;;;;
294;00:22:06;00:45:37;01:10:21;01:37:02;01:43:50.400;04:55;12.2;;;;;;;;
295;00:24:50;00:49:13;01:13:17;01:37:30;01:43:42.750;04:54;12.2;;;;;;;;
296;00:22:30;00:45:40;01:09:29;01:35:35;01:42:15.600;04:50;12.4;;;;;;;;
297;00:24:00;00:48:39;01:13:03;01:37:31;01:43:43.300;04:54;12.2;;;;;;;;
298;00:24:04;00:48:19;01:12:21;01:37:18;01:43:56.050;04:55;12.2;;;;;;;;
299;00:23:27;00:46:57;01:11:07;01:36:39;01:43:33.600;04:54;12.2;;;;;;;;
300;00:23:29;00:46:47;01:10:15;01:36:40;01:44:03.000;04:55;12.2;;;;;;;;
301;00:22:46;00:45:59;01:09:44;01:36:18;01:43:39.450;04:54;12.2;;;;;;;;
302;00:23:45;00:47:50;01:11:56;01:37:44;01:44:10.000;04:56;12.2;;;;;;;;
303;00:24:09;00:48:09;01:11:37;01:36:22;01:42:58.850;04:52;12.3;;;;;;;;
304;00:24:14;00:47:58;01:11:34;01:37:33;01:44:15.550;04:56;12.1;;;;;;;;
305;00:24:32;00:49:06;01:13:37;01:37:47;01:43:53.450;04:55;12.2;;;;;;;;
306;00:24:41;00:48:44;01:12:13;01:36:45;01:43:09.500;04:53;12.3;;;;;;;;
307;00:23:23;00:46:41;01:11:00;01:37:08;01:44:10.600;04:56;12.2;;;;;;;;
308;00:23:51;00:47:53;01:11:49;01:36:34;01:42:48.800;04:52;12.3;;;;;;;;
309;00:24:06;00:48:37;01:13:04;01:37:51;01:44:02.750;04:55;12.2;;;;;;;;
310;00:23:52;00:47:54;01:11:50;01:36:35;01:42:49.700;04:52;12.3;;;;;;;;
311;00:23:40;00:47:49;01:11:54;01:37:37;01:44:05.150;04:55;12.2;;;;;;;;
312;00:23:56;00:47:41;01:11:39;01:36:54;01:43:46.500;04:55;12.2;;;;;;;;
313;00:24:51;00:48:38;01:12:15;01:36:46;01:43:26.050;04:54;12.2;;;;;;;;
314;00:23:56;00:48:30;01:12:59;01:37:51;01:44:10.650;04:56;12.2;;;;;;;;
315;00:25:26;00:49:21;01:12:58;01:37:19;01:43:30.250;04:54;12.2;;;;;;;;
316;00:23:51;00:47:50;01:12:06;01:37:17;01:43:49.250;04:55;12.2;;;;;;;;
317;00:22:27;00:46:01;01:11:17;01:37:43;01:44:31.900;04:57;12.1;;;;;;;;
318;00:23:44;00:48:06;01:12:25;01:37:52;01:44:31.950;04:57;12.1;;;;;;;;
319;00:25:11;00:49:17;01:13:04;01:37:02;01:43:29.550;04:54;12.2;;;;;;;;
320;00:24:02;00:48:11;01:12:24;01:37:39;01:44:50.300;04:58;12.1;;;;;;;;
321;00:24:04;00:48:11;01:12:32;01:38:14;01:44:22.200;04:56;12.1;;;;;;;;
322;00:24:50;00:49:36;01:13:44;01:38:07;01:44:41.050;04:57;12.1;;;;;;;;
323;00:23:11;00:46:50;01:12:39;01:38:31;01:45:04.050;04:58;12;;;;;;;;
324;00:22:25;00:46:08;01:11:02;01:37:44;01:44:45.250;04:57;12.1;;;;;;;;
325;00:23:46;00:48:12;01:12:21;01:37:10;01:44:09.100;04:56;12.2;;;;;;;;
326;00:23:41;00:47:37;01:12:59;01:38:27;01:45:08.150;04:59;12;;;;;;;;
327;00:21:16;00:45:07;01:11:35;01:38:34;01:45:23.200;04:59;12;;;;;;;;
328;00:24:06;00:48:40;01:13:16;01:38:55;01:45:06.600;04:58;12;;;;;;;;
329;00:23:13;00:47:35;01:12:57;01:39:03;01:45:27.700;04:59;12;;;;;;;;
330;00:24:08;00:48:43;01:13:20;01:38:57;01:45:09.550;04:59;12;;;;;;;;
331;00:24:11;00:48:20;01:13:05;01:38:14;01:44:29.750;04:57;12.1;;;;;;;;
332;00:23:58;00:47:55;01:12:21;01:38:05;01:45:07.150;04:58;12;;;;;;;;
333;00:25:04;00:49:29;01:13:36;01:38:25;01:45:05.350;04:58;12;;;;;;;;
334;00:24:11;00:48:36;01:13:06;01:38:51;01:45:25.300;04:59;12;;;;;;;;
335;00:25:34;00:50:30;01:14:30;01:39:04;01:45:18.700;04:59;12;;;;;;;;
336;00:25:10;00:49:56;01:14:27;01:39:01;01:45:22.750;04:59;12;;;;;;;;
337;00:25:35;00:50:12;01:14:34;01:39:20;01:45:39.750;05:00;12;;;;;;;;
338;00:23:40;00:48:13;01:13:08;01:39:16;01:45:42.900;05:00;12;;;;;;;;
339;00:25:15;00:50:39;01:14:31;01:38:39;01:45:02.750;04:58;12.1;;;;;;;;
340;00:24:14;00:48:21;01:12:46;01:38:55;01:45:37.000;05:00;12;;;;;;;;
341;00:25:47;00:50:39;01:15:09;01:39:28;01:45:42.700;05:00;12;;;;;;;;
342;00:25:14;00:50:11;01:14:39;01:39:23;01:45:44.350;05:00;12;;;;;;;;
343;00:24:45;00:49:14;01:13:45;01:39:04;01:45:39.900;05:00;12;;;;;;;;
344;00:24:13;00:48:52;01:13:19;01:38:17;01:45:02.950;04:58;12.1;;;;;;;;
345;00:23:53;00:47:45;01:12:02;01:38:39;01:45:51.000;05:00;12;;;;;;;;
346;00:23:55;00:48:29;01:13:02;01:38:53;01:45:50.400;05:00;12;;;;;;;;
347;00:24:01;00:48:25;01:12:46;01:38:35;01:45:33.650;05:00;12;;;;;;;;
348;00:24:24;00:48:56;01:12:28;01:38:10;01:45:04.400;04:58;12;;;;;;;;
349;00:24:27;00:48:32;01:12:52;01:38:07;01:44:57.350;04:58;12.1;;;;;;;;
350;00:25:12;00:49:53;01:14:25;01:39:19;01:45:46.300;05:00;12;;;;;;;;
351;00:26:20;00:50:46;01:14:13;01:38:25;01:44:45.700;04:57;12.1;;;;;;;;
352;00:25:20;00:49:13;01:13:11;01:38:29;01:45:23.150;04:59;12;;;;;;;;
353;00:23:57;00:49:10;01:13:54;01:39:00;01:46:00.750;05:01;11.9;;;;;;;;
354;00:25:26;00:50:52;01:15:38;01:40:24;01:46:23.600;05:02;11.9;;;;;;;;
355;00:23:48;00:48:22;01:13:17;01:39:22;01:46:22.250;05:02;11.9;;;;;;;;
356;00:24:24;00:48:16;01:12:40;01:38:32;01:45:23.250;04:59;12;;;;;;;;
357;00:24:23;00:48:15;01:12:38;01:38:31;01:45:23.150;04:59;12;;;;;;;;
358;00:25:24;00:50:35;01:15:24;01:40:13;01:46:23.850;05:02;11.9;;;;;;;;
359;00:25:07;00:49:47;01:14:22;01:39:40;01:46:16.800;05:02;11.9;;;;;;;;
360;00:23:23;00:46:50;01:11:51;01:39:30;01:46:53.800;05:03;11.8;;;;;;;;
361;00:24:49;00:49:48;01:14:47;01:40:10;01:46:46.350;05:03;11.9;;;;;;;;
362;00:23:21;00:47:58;01:13:09;01:39:48;01:46:53.600;05:03;11.8;;;;;;;;
363;00:24:15;00:49:33;01:14:30;01:39:31;01:45:47.850;05:00;12;;;;;;;;
364;00:25:12;00:49:53;01:14:25;01:39:48;01:46:33.050;05:02;11.9;;;;;;;;
365;00:24:24;00:49:03;01:14:16;01:40:08;01:46:10.950;05:01;11.9;;;;;;;;
366;00:26:10;00:51:29;01:15:57;01:39:43;01:46:03.250;05:01;11.9;;;;;;;;
367;00:22:46;00:47:32;01:13:09;01:40:00;01:46:51.600;05:03;11.8;;;;;;;;
368;00:23:22;00:47:42;01:12:13;01:38:57;01:46:05.600;05:01;11.9;;;;;;;;
369;00:25:39;00:50:25;01:15:13;01:40:24;01:46:54.700;05:04;11.8;;;;;;;;
370;00:24:05;00:48:47;01:14:03;01:40:06;01:47:02.800;05:04;11.8;;;;;;;;
371;00:23:44;00:48:39;01:13:39;01:39:55;01:46:41.150;05:03;11.9;;;;;;;;
372;00:24:09;00:49:39;01:15:03;01:40:49;01:47:08.550;05:04;11.8;;;;;;;;
373;00:24:35;00:49:48;01:15:02;01:40:20;01:47:05.150;05:04;11.8;;;;;;;;
374;00:24:16;00:49:40;01:15:04;01:40:50;01:47:20.100;05:05;11.8;;;;;;;;
375;00:21:24;00:45:56;01:11:50;01:40:14;01:47:27.950;05:05;11.8;;;;;;;;
376;00:24:19;00:49:14;01:14:09;01:40:12;01:47:03.200;05:04;11.8;;;;;;;;
377;00:25:43;00:50:56;01:14:47;01:39:37;01:46:24.750;05:02;11.9;;;;;;;;
378;00:25:03;00:49:26;01:13:58;01:39:46;01:46:36.600;05:03;11.9;;;;;;;;
379;00:24:59;00:49:31;01:14:00;01:40:06;01:47:15.700;05:05;11.8;;;;;;;;
380;00:23:50;00:48:45;01:14:11;01:40:48;01:47:31.300;05:05;11.8;;;;;;;;
381;00:23:08;00:46:45;01:11:49;01:39:41;01:47:18.850;05:05;11.8;;;;;;;;
382;00:24:11;00:49:19;01:14:34;01:40:54;01:47:45.500;05:06;11.7;;;;;;;;
383;00:25:01;00:49:29;01:14:05;01:39:46;01:46:41.900;05:03;11.9;;;;;;;;
384;00:25:47;00:50:10;01:15:05;01:40:37;01:47:34.500;05:05;11.8;;;;;;;;
385;00:22:41;00:45:55;01:11:10;01:39:58;01:47:37.150;05:06;11.8;;;;;;;;
386;00:24:45;00:49:51;01:14:50;01:40:27;01:47:28.700;05:05;11.8;;;;;;;;
387;00:25:04;00:50:22;01:14:45;01:40:17;01:47:06.700;05:04;11.8;;;;;;;;
388;00:24:35;00:49:23;01:14:23;01:40:41;01:47:29.550;05:05;11.8;;;;;;;;
389;00:23:21;00:47:43;01:14:26;01:41:47;01:47:47.900;05:06;11.7;;;;;;;;
390;00:25:18;00:49:32;01:14:30;01:40:04;01:47:00.750;05:04;11.8;;;;;;;;
391;00:23:49;00:48:03;01:13:03;01:40:22;01:47:51.950;05:06;11.7;;;;;;;;
392;00:21:42;00:46:24;01:11:40;01:39:56;01:48:10.800;05:07;11.7;;;;;;;;
393;00:25:05;00:50:07;01:15:05;01:40:50;01:48:01.350;05:07;11.7;;;;;;;;
394;00:24:07;00:48:21;01:13:23;01:39:49;01:47:18.450;05:05;11.8;;;;;;;;
395;00:23:29;00:47:32;01:12:17;01:40:53;01:48:06.650;05:07;11.7;;;;;;;;
397;00:24:25;00:49:36;01:14:33;01:41:02;01:48:21.600;05:08;11.7;;;;;;;;
398;00:24:51;00:49:36;01:14:15;01:40:41;01:47:54.800;05:06;11.7;;;;;;;;
399;00:25:47;00:50:55;01:16:03;01:41:38;01:48:19.400;05:08;11.7;;;;;;;;
400;00:25:03;00:50:48;01:16:16;01:41:05;01:47:33.650;05:05;11.8;;;;;;;;
401;00:25:28;00:50:30;01:15:35;01:41:22;01:47:54.400;05:06;11.7;;;;;;;;
402;00:25:29;00:50:31;01:15:36;01:41:23;01:47:55.900;05:06;11.7;;;;;;;;
403;00:25:51;00:50:51;01:15:34;01:40:57;01:47:38.400;05:06;11.8;;;;;;;;
404;00:23:33;00:47:25;01:12:41;01:40:23;01:48:27.300;05:08;11.7;;;;;;;;
405;00:25:19;00:50:08;01:15:02;01:41:03;01:48:07.850;05:07;11.7;;;;;;;;
406;00:25:49;00:50:50;01:15:32;01:40:55;01:47:41.650;05:06;11.8;;;;;;;;
407;00:25:45;00:50:45;01:15:16;01:40:50;01:47:34.750;05:05;11.8;;;;;;;;
408;00:25:39;00:50:59;01:15:43;01:41:20;01:48:18.800;05:08;11.7;;;;;;;;
409;00:23:30;00:47:48;01:13:43;01:41:07;01:48:32.000;05:08;11.7;;;;;;;;
410;00:24:47;00:49:17;01:15:04;01:40:56;01:48:11.250;05:07;11.7;;;;;;;;
411;00:26:39;00:52:55;01:17:40;01:41:15;01:47:08.600;05:04;11.8;;;;;;;;
412;00:24:16;00:49:12;01:14:26;01:41:50;01:48:36.700;05:08;11.7;;;;;;;;
413;00:23:12;00:47:56;01:13:27;01:41:04;01:48:44.950;05:09;11.6;;;;;;;;
414;00:25:06;00:50:27;01:15:32;01:41:09;01:48:04.400;05:07;11.7;;;;;;;;
415;00:25:03;00:49:44;01:14:47;01:40:39;01:47:23.250;05:05;11.8;;;;;;;;
416;00:25:45;00:51:27;01:16:58;01:42:08;01:48:37.050;05:08;11.7;;;;;;;;
417;00:23:56;00:48:31;01:13:34;01:41:26;01:48:39.150;05:08;11.7;;;;;;;;
418;00:25:18;00:50:48;01:16:11;01:41:37;01:48:12.200;05:07;11.7;;;;;;;;
419;00:25:39;00:51:03;01:16:24;01:42:08;01:48:33.950;05:08;11.7;;;;;;;;
420;00:25:13;00:50:22;01:15:28;01:41:31;01:48:17.350;05:07;11.7;;;;;;;;
421;00:25:36;00:51:08;01:16:37;01:41:48;01:48:21.950;05:08;11.7;;;;;;;;
422;00:25:33;00:50:52;01:16:01;01:41:52;01:48:32.800;05:08;11.7;;;;;;;;
423;00:23:40;00:48:33;01:14:00;01:41:14;01:48:31.150;05:08;11.7;;;;;;;;
424;00:24:19;00:49:16;01:14:49;01:41:10;01:48:06.100;05:07;11.7;;;;;;;;
425;00:25:46;00:50:56;01:16:10;01:41:59;01:48:45.650;05:09;11.6;;;;;;;;
426;00:25:05;00:50:22;01:15:24;01:41:28;01:48:26.450;05:08;11.7;;;;;;;;
427;00:25:57;00:51:38;01:16:33;01:41:25;01:47:53.750;05:06;11.7;;;;;;;;
428;00:24:12;00:48:29;01:13:12;01:41:14;01:48:53.850;05:09;11.6;;;;;;;;
429;00:23:48;00:48:25;01:13:11;01:40:58;01:48:10.900;05:07;11.7;;;;;;;;
430;00:23:24;00:47:37;01:12:24;01:40:13;01:48:28.150;05:08;11.7;;;;;;;;
431;00:25:38;00:51:20;01:16:38;01:42:10;01:48:46.900;05:09;11.6;;;;;;;;
432;00:26:11;00:51:24;01:16:51;01:42:41;01:48:48.000;05:09;11.6;;;;;;;;
433;00:25:22;00:51:05;01:16:29;01:42:36;01:48:59.700;05:09;11.6;;;;;;;;
434;00:23:43;00:48:20;01:14:23;01:42:00;01:49:07.350;05:10;11.6;;;;;;;;
435;00:23:55;00:48:45;01:17:00;01:42:23;01:49:03.200;05:10;11.6;;;;;;;;
436;00:24:02;00:49:06;01:14:33;01:41:27;01:48:51.100;05:09;11.6;;;;;;;;
437;00:25:54;00:51:23;01:16:47;01:42:14;01:49:02.250;05:10;11.6;;;;;;;;
438;00:25:42;00:51:26;01:16:55;01:42:32;01:49:00.350;05:09;11.6;;;;;;;;
439;00:23:51;00:48:45;01:14:12;01:41:35;01:49:05.600;05:10;11.6;;;;;;;;
440;00:24:21;00:49:03;01:14:00;01:41:30;01:48:47.900;05:09;11.6;;;;;;;;
441;00:24:48;00:49:19;01:14:44;01:41:16;01:48:16.400;05:07;11.7;;;;;;;;
442;00:25:39;00:50:54;01:15:54;01:41:56;01:48:55.050;05:09;11.6;;;;;;;;
443;00:25:40;00:51:21;01:16:53;01:42:36;01:49:08.400;05:10;11.6;;;;;;;;
444;00:24:44;00:49:35;01:14:52;01:41:45;01:48:06.350;05:07;11.7;;;;;;;;
445;00:24:43;00:49:05;01:14:26;01:41:17;01:48:20.300;05:08;11.7;;;;;;;;
446;00:23:55;00:49:06;01:14:47;01:41:56;01:49:02.550;05:10;11.6;;;;;;;;
447;00:23:17;00:47:57;01:13:35;01:41:48;01:49:16.450;05:10;11.6;;;;;;;;
448;00:24:07;00:48:05;01:12:44;01:41:32;01:49:19.500;05:10;11.6;;;;;;;;
449;00:24:37;00:49:32;01:15:04;01:41:39;01:48:50.350;05:09;11.6;;;;;;;;
450;00:25:24;00:50:59;01:16:10;01:41:28;01:48:12.250;05:07;11.7;;;;;;;;
451;00:25:16;00:51:02;01:16:39;01:42:44;01:49:32.350;05:11;11.6;;;;;;;;
452;00:24:40;00:49:30;01:14:38;01:41:49;01:49:10.250;05:10;11.6;;;;;;;;
453;00:24:44;00:49:48;01:15:18;01:42:16;01:49:12.650;05:10;11.6;;;;;;;;
454;00:24:50;00:49:46;01:14:59;01:42:07;01:49:28.950;05:11;11.6;;;;;;;;
455;00:25:10;00:49:59;01:15:20;01:41:50;01:48:49.600;05:09;11.6;;;;;;;;
456;00:26:13;00:51:14;01:16:01;01:42:10;01:49:04.200;05:10;11.6;;;;;;;;
457;00:25:40;00:51:25;01:16:54;01:42:39;01:49:27.650;05:11;11.6;;;;;;;;
458;00:23:37;00:48:27;01:14:35;01:42:16;01:49:30.250;05:11;11.6;;;;;;;;
459;00:25:42;00:51:21;01:16:54;01:42:33;01:49:25.750;05:11;11.6;;;;;;;;
460;00:24:53;00:50:04;01:15:49;01:42:45;01:49:42.000;05:11;11.5;;;;;;;;
461;00:25:57;00:51:33;01:16:37;01:42:49;01:49:07.150;05:10;11.6;;;;;;;;
462;00:26:14;00:51:52;01:16:59;01:42:32;01:48:59.750;05:09;11.6;;;;;;;;
463;00:23:41;00:48:29;01:14:15;01:41:45;01:49:15.750;05:10;11.6;;;;;;;;
464;00:24:28;00:49:23;01:14:38;01:42:48;01:49:40.300;05:11;11.5;;;;;;;;
465;00:25:43;00:51:02;01:16:21;01:42:41;01:49:35.300;05:11;11.6;;;;;;;;
466;00:25:40;00:51:13;01:16:51;01:42:44;01:49:37.250;05:11;11.5;;;;;;;;
467;00:24:57;00:50:16;01:15:28;01:42:04;01:49:23.900;05:11;11.6;;;;;;;;
468;00:23:55;00:48:40;01:14:19;01:41:53;01:49:35.250;05:11;11.6;;;;;;;;
469;00:25:42;00:51:20;01:16:48;01:42:37;01:49:28.650;05:11;11.6;;;;;;;;
470;00:22:13;00:46:48;01:12:43;01:42:14;01:49:54.000;05:12;11.5;;;;;;;;
471;00:23:51;00:48:43;01:14:32;01:42:10;01:49:34.850;05:11;11.6;;;;;;;;
472;00:25:30;00:50:56;01:16:18;01:42:26;01:49:34.950;05:11;11.6;;;;;;;;
473;00:24:27;00:48:32;01:14:09;01:41:28;01:48:47.450;05:09;11.6;;;;;;;;
474;00:24:13;00:49:15;01:15:06;01:42:32;01:49:48.650;05:12;11.5;;;;;;;;
475;00:24:48;00:50:26;01:15:42;01:42:25;01:49:29.150;05:11;11.6;;;;;;;;
476;00:23:02;00:47:13;01:14:00;01:42:07;01:49:30.200;05:11;11.6;;;;;;;;
477;00:25:25;00:50:33;01:15:52;01:42:34;01:49:45.000;05:12;11.5;;;;;;;;
478;00:23:41;00:48:09;01:13:53;01:42:13;01:50:02.700;05:12;11.5;;;;;;;;
479;00:25:35;00:51:03;01:16:10;01:42:24;01:49:53.300;05:12;11.5;;;;;;;;
480;00:24:57;00:50:02;01:15:15;01:42:18;01:49:29.700;05:11;11.6;;;;;;;;
481;00:25:22;00:51:05;01:16:29;01:42:50;01:49:56.750;05:12;11.5;;;;;;;;
482;00:25:43;00:51:27;01:16:58;01:42:43;01:49:57.250;05:12;11.5;;;;;;;;
483;00:25:44;00:51:27;01:16:58;01:42:43;01:49:57.800;05:12;11.5;;;;;;;;
484;00:25:17;00:51:03;01:16:40;01:42:45;01:50:04.000;05:12;11.5;;;;;;;;
485;00:25:56;00:50:55;01:16:18;01:42:22;01:49:06.150;05:10;11.6;;;;;;;;
486;00:26:01;00:51:47;01:17:11;01:43:08;01:49:56.100;05:12;11.5;;;;;;;;
487;00:25:49;00:51:29;01:17:18;01:42:45;01:49:00.900;05:10;11.6;;;;;;;;
488;00:25:35;00:51:01;01:16:19;01:42:46;01:49:37.400;05:11;11.5;;;;;;;;
489;00:23:59;00:50:11;01:16:21;01:42:36;01:50:00.900;05:12;11.5;;;;;;;;
490;00:24:59;00:50:42;01:16:19;01:43:19;01:50:27.650;05:14;11.5;;;;;;;;
491;00:25:46;00:51:53;01:17:54;01:43:42;01:50:09.250;05:13;11.5;;;;;;;;
492;00:25:58;00:51:10;01:16:37;01:42:27;01:48:54.850;05:09;11.6;;;;;;;;
493;00:25:56;00:51:38;01:16:41;01:42:20;01:49:22.850;05:11;11.6;;;;;;;;
494;00:25:32;00:51:25;01:17:18;01:43:45;01:50:12.600;05:13;11.5;;;;;;;;
495;00:25:24;00:51:11;01:17:01;01:43:46;01:50:30.000;05:14;11.5;;;;;;;;
496;00:25:19;00:50:52;01:16:23;01:43:06;01:49:44.700;05:12;11.5;;;;;;;;
497;00:25:40;00:51:23;01:16:53;01:43:04;01:50:24.250;05:13;11.5;;;;;;;;
498;00:24:31;00:49:36;01:15:01;01:42:30;01:50:15.850;05:13;11.5;;;;;;;;
499;00:23:20;00:47:52;01:13:24;01:42:19;01:50:29.800;05:14;11.5;;;;;;;;
500;00:24:49;00:50:01;01:15:39;01:42:43;01:50:03.900;05:12;11.5;;;;;;;;
501;00:25:39;00:51:24;01:17:06;01:43:41;01:50:23.400;05:13;11.5;;;;;;;;
502;00:25:39;00:51:08;01:16:52;01:43:27;01:50:38.950;05:14;11.4;;;;;;;;
503;00:25:57;00:50:54;01:16:18;01:42:51;01:49:51.200;05:12;11.5;;;;;;;;
504;00:25:54;00:51:29;01:16:31;01:42:43;01:49:40.750;05:11;11.5;;;;;;;;
505;00:23:48;00:48:22;01:13:53;01:43:16;01:50:48.250;05:15;11.4;;;;;;;;
506;00:25:19;00:50:08;01:15:04;01:42:50;01:50:38.950;05:14;11.4;;;;;;;;
507;00:25:54;00:51:23;01:16:56;01:43:53;01:50:46.550;05:15;11.4;;;;;;;;
508;00:25:32;00:51:24;01:17:18;01:43:45;01:50:41.650;05:14;11.4;;;;;;;;
509;00:25:40;00:51:33;01:16:15;01:42:24;01:49:20.100;05:10;11.6;;;;;;;;
510;00:25:37;00:51:13;01:17:21;01:43:46;01:50:33.650;05:14;11.5;;;;;;;;
511;00:26:13;00:51:46;01:17:12;01:42:58;01:49:47.100;05:12;11.5;;;;;;;;
512;00:24:23;00:49:55;01:16:12;01:43:09;01:50:37.850;05:14;11.4;;;;;;;;
513;00:25:14;00:50:22;01:15:32;01:42:49;01:50:25.350;05:14;11.5;;;;;;;;
514;00:24:39;00:50:41;01:16:23;01:43:57;01:50:59.600;05:15;11.4;;;;;;;;
515;00:23:36;00:48:41;01:14:49;01:43:17;01:51:00.500;05:15;11.4;;;;;;;;
516;00:25:33;00:51:17;01:16:48;01:43:52;01:50:56.250;05:15;11.4;;;;;;;;
517;00:25:35;00:51:17;01:16:49;01:43:52;01:50:56.800;05:15;11.4;;;;;;;;
518;00:25:39;00:51:16;01:16:43;01:43:50;01:51:04.300;05:15;11.4;;;;;;;;
519;00:26:23;00:53:43;01:18:41;01:44:18;01:50:41.650;05:14;11.4;;;;;;;;
520;00:25:26;00:50:43;01:16:31;01:43:38;01:50:56.150;05:15;11.4;;;;;;;;
521;00:26:19;00:52:07;01:18:15;01:44:20;01:50:53.300;05:15;11.4;;;;;;;;
522;00:25:51;00:51:35;01:17:07;01:43:33;01:50:33.150;05:14;11.5;;;;;;;;
523;00:25:45;00:51:46;01:17:25;01:44:26;01:51:01.100;05:15;11.4;;;;;;;;
524;00:27:21;00:54:12;01:19:33;01:44:40;01:51:10.950;05:16;11.4;;;;;;;;
525;00:26:05;00:51:28;01:17:04;01:43:50;01:50:55.800;05:15;11.4;;;;;;;;
526;00:26:43;00:52:16;01:17:40;01:43:34;01:50:08.100;05:13;11.5;;;;;;;;
527;00:23:37;00:48:49;01:14:31;01:43:08;01:50:50.450;05:15;11.4;;;;;;;;
528;00:27:22;00:54:12;01:19:32;01:44:41;01:51:12.350;05:16;11.4;;;;;;;;
529;00:25:41;00:51:54;01:17:35;01:43:53;01:50:31.100;05:14;11.5;;;;;;;;
530;00:25:11;00:50:57;01:16:45;01:44:15;01:51:17.800;05:16;11.4;;;;;;;;
531;00:25:15;00:50:47;01:16:10;01:43:43;01:51:14.450;05:16;11.4;;;;;;;;
532;00:26:11;00:52:50;01:19:00;01:44:29;01:51:09.950;05:16;11.4;;;;;;;;
533;00:25:38;00:51:41;01:17:25;01:44:07;01:50:44.400;05:14;11.4;;;;;;;;
534;00:26:32;00:52:04;01:17:48;01:44:31;01:50:45.250;05:14;11.4;;;;;;;;
535;00:28:24;00:53:56;01:18:36;01:43:58;01:50:22.950;05:13;11.5;;;;;;;;
536;00:25:39;00:51:23;01:16:58;01:44:05;01:51:33.200;05:17;11.3;;;;;;;;
537;00:24:33;00:49:27;01:15:12;01:42:50;01:50:18.600;05:13;11.5;;;;;;;;
538;00:25:54;00:51:02;01:15:59;01:44:12;01:51:53.100;05:18;11.3;;;;;;;;
539;00:25:50;00:51:51;01:18:25;01:44:37;01:51:31.000;05:17;11.4;;;;;;;;
540;00:25:34;00:50:57;01:16:20;01:43:45;01:51:27.250;05:16;11.4;;;;;;;;
541;00:26:10;00:51:29;01:16:13;01:43:54;01:51:18.450;05:16;11.4;;;;;;;;
542;00:25:34;00:51:22;01:17:17;01:44:39;01:51:49.700;05:18;11.3;;;;;;;;
543;00:26:39;00:52:54;01:18:43;01:44:52;01:51:34.550;05:17;11.3;;;;;;;;
544;00:27:39;00:54:19;01:20:08;01:45:14;01:51:36.800;05:17;11.3;;;;;;;;
545;00:25:31;00:50:38;01:16:11;01:44:17;01:52:00.100;05:18;11.3;;;;;;;;
546;00:26:43;00:53:11;01:18:37;01:45:01;01:51:53.750;05:18;11.3;;;;;;;;
547;00:26:12;00:52:07;01:17:56;01:44:55;01:51:56.200;05:18;11.3;;;;;;;;
548;00:26:28;00:52:52;01:17:54;01:44:43;01:51:26.150;05:16;11.4;;;;;;;;
549;00:24:22;00:50:02;01:16:17;01:44:35;01:52:18.600;05:19;11.3;;;;;;;;
550;00:24:48;00:50:33;01:17:01;01:44:47;01:52:18.200;05:19;11.3;;;;;;;;
551;00:26:09;00:52:23;01:18:45;01:45:05;01:51:52.850;05:18;11.3;;;;;;;;
552;00:25:30;00:51:22;01:17:42;01:44:52;01:51:40.800;05:17;11.3;;;;;;;;
553;00:25:37;00:50:29;01:15:02;01:43:24;01:51:48.250;05:17;11.3;;;;;;;;
554;00:25:43;00:51:31;01:17:21;01:45:21;01:52:22.200;05:19;11.3;;;;;;;;
555;00:25:29;00:51:13;01:16:59;01:44:43;01:52:35.100;05:20;11.2;;;;;;;;
556;00:24:07;00:49:20;01:15:35;01:44:07;01:52:05.550;05:18;11.3;;;;;;;;
557;00:25:32;00:51:11;01:17:50;01:45:20;01:52:12.500;05:19;11.3;;;;;;;;
558;00:26:43;00:52:02;01:17:21;01:44:01;01:51:25.750;05:16;11.4;;;;;;;;
559;00:25:10;00:50:28;01:16:00;01:44:15;01:51:55.350;05:18;11.3;;;;;;;;
560;00:24:22;00:49:34;01:15:21;01:44:40;01:52:15.850;05:19;11.3;;;;;;;;
561;00:25:44;00:51:33;01:17:57;01:45:27;01:52:36.750;05:20;11.2;;;;;;;;
562;00:25:51;00:51:24;01:17:27;01:44:58;01:52:08.200;05:18;11.3;;;;;;;;
