Id;5km;10km;15km;19.9km;Cz. netto;min/km;km/h;;;;;;;;
845;00:28:02;00:56:08;01:24:47;01:54:44;02:02:35.600;05:48;10.3;;;;;;;;
846;00:27:44;00:56:12;01:24:55;01:55:20;02:03:07.700;05:50;10.3;;;;;;;;
847;00:29:25;00:57:46;01:25:31;01:54:50;02:03:00.200;05:49;10.3;;;;;;;;
848;00:28:01;00:55:54;01:25:19;01:55:12;02:02:51.500;05:49;10.3;;;;;;;;
849;00:27:22;00:55:22;01:23:36;01:54:36;02:03:23.850;05:50;10.3;;;;;;;;
850;00:29:36;00:59:00;01:27:31;01:55:50;02:02:42.850;05:48;10.3;;;;;;;;
851;00:27:47;00:56:02;01:24:55;01:55:25;02:03:05.750;05:50;10.3;;;;;;;;
852;00:27:03;00:56:13;01:25:18;01:55:48;02:03:29.050;05:51;10.3;;;;;;;;
853;00:28:00;00:56:32;01:25:11;01:55:21;02:03:34.000;05:51;10.2;;;;;;;;
854;00:29:00;00:56:08;01:24:11;01:54:13;02:02:14.900;05:47;10.4;;;;;;;;
855;00:27:46;00:56:15;01:24:25;01:54:31;02:02:32.200;05:48;10.3;;;;;;;;
856;00:25:51;00:53:07;01:22:25;01:54:59;02:03:43.700;05:51;10.2;;;;;;;;
857;00:27:46;00:55:31;01:24:26;01:55:05;02:03:21.000;05:50;10.3;;;;;;;;
858;00:27:06;00:55:10;01:23:33;01:55:02;02:03:31.000;05:51;10.2;;;;;;;;
859;00:25:51;00:52:17;01:21:32;01:55:18;02:03:54.100;05:52;10.2;;;;;;;;
860;00:29:04;00:57:58;01:26:14;01:55:26;02:02:49.600;05:49;10.3;;;;;;;;
861;00:28:33;00:57:24;01:25:27;01:55:24;02:03:21.850;05:50;10.3;;;;;;;;
862;00:27:59;00:55:54;01:24:48;01:55:31;02:03:52.950;05:52;10.2;;;;;;;;
863;00:27:28;00:55:30;01:24:45;01:55:30;02:03:31.800;05:51;10.2;;;;;;;;
864;00:30:06;00:59:29;01:27:56;01:56:09;02:03:18.800;05:50;10.3;;;;;;;;
865;00:28:34;00:56:32;01:24:19;01:55:16;02:03:22.600;05:50;10.3;;;;;;;;
866;00:28:43;00:57:40;01:25:26;01:55:03;02:03:16.900;05:50;10.3;;;;;;;;
867;00:26:49;00:54:55;01:24:15;01:55:41;02:03:59.900;05:52;10.2;;;;;;;;
868;00:28:00;00:56:56;01:26:15;01:56:36;02:04:18.100;05:53;10.2;;;;;;;;
869;00:25:47;00:52:30;01:22:42;01:55:52;02:04:07.800;05:52;10.2;;;;;;;;
870;00:26:35;00:53:56;01:22:48;01:56:03;02:04:25.600;05:53;10.2;;;;;;;;
871;00:25:26;00:52:56;01:22:23;01:55:02;02:03:46.500;05:51;10.2;;;;;;;;
872;00:26:46;00:54:47;01:22:31;01:55:04;02:04:04.950;05:52;10.2;;;;;;;;
873;00:27:01;00:54:24;01:22:48;01:54:48;02:03:18.050;05:50;10.3;;;;;;;;
874;00:26:51;00:54:50;01:23:05;01:55:53;02:04:23.500;05:53;10.2;;;;;;;;
875;00:29:10;00:58:02;01:26:20;01:55:41;02:03:44.700;05:51;10.2;;;;;;;;
876;00:27:13;00:54:21;01:22:05;01:54:34;02:03:28.400;05:51;10.3;;;;;;;;
877;00:28:28;00:56:51;01:25:42;01:55:49;02:04:05.600;05:52;10.2;;;;;;;;
878;00:26:28;00:54:03;01:22:34;01:55:35;02:04:25.950;05:53;10.2;;;;;;;;
879;00:27:40;00:55:24;01:23:39;01:56:21;02:04:44.700;05:54;10.1;;;;;;;;
880;00:29:04;00:57:25;01:25:36;01:56:00;02:04:09.900;05:53;10.2;;;;;;;;
881;00:28:23;00:57:11;01:26:17;01:56:34;02:04:53.900;05:55;10.1;;;;;;;;
882;00:29:04;00:58:21;01:26:46;01:55:40;02:03:33.700;05:51;10.2;;;;;;;;
883;00:28:24;00:57:29;01:27:01;01:56:23;02:04:17.450;05:53;10.2;;;;;;;;
884;00:28:02;00:56:29;01:25:54;01:57:26;02:05:12.900;05:56;10.1;;;;;;;;
885;00:28:46;00:57:55;01:26:53;01:57:11;02:04:48.450;05:54;10.1;;;;;;;;
886;00:29:01;00:58:32;01:27:52;01:57:37;02:05:17.800;05:56;10.1;;;;;;;;
887;00:27:46;00:56:49;01:26:13;01:56:57;02:05:05.750;05:55;10.1;;;;;;;;
888;00:28:30;00:57:41;01:26:25;01:57:05;02:04:53.450;05:55;10.1;;;;;;;;
889;00:29:28;00:58:29;01:27:39;01:57:05;02:04:45.250;05:54;10.1;;;;;;;;
890;00:26:45;00:55:20;01:25:08;01:56:28;02:05:52.150;05:57;10.1;;;;;;;;
891;00:28:44;00:58:10;01:27:43;01:57:38;02:05:18.350;05:56;10.1;;;;;;;;
892;00:29:03;00:57:53;01:26:15;01:56:35;02:04:42.450;05:54;10.2;;;;;;;;
893;00:30:39;00:59:47;01:28:02;01:57:06;02:04:37.050;05:54;10.2;;;;;;;;
894;00:30:39;00:59:47;01:28:03;01:57:06;02:04:37.450;05:54;10.2;;;;;;;;
895;00:27:06;00:54:37;01:23:13;01:57:15;02:05:48.250;05:57;10.1;;;;;;;;
896;00:28:19;00:57:12;01:26:17;01:56:34;02:04:33.050;05:54;10.2;;;;;;;;
897;00:26:29;00:54:31;01:25:02;01:57:23;02:05:28.750;05:56;10.1;;;;;;;;
898;00:30:22;00:59:24;01:27:50;01:57:50;02:05:15.900;05:56;10.1;;;;;;;;
899;00:28:39;00:57:36;01:26:57;01:57:38;02:05:17.500;05:56;10.1;;;;;;;;
900;00:28:33;00:57:34;01:26:26;01:57:08;02:05:35.450;05:57;10.1;;;;;;;;
901;00:28:32;00:57:34;01:26:25;01:57:08;02:05:36.050;05:57;10.1;;;;;;;;
902;00:27:52;00:55:55;01:24:37;01:56:17;02:05:00.650;05:55;10.1;;;;;;;;
903;00:26:19;00:54:41;01:23:37;01:57:41;02:06:35.650;06:00;10;;;;;;;;
904;00:28:03;00:56:34;01:25:32;01:56:31;02:05:05.600;05:55;10.1;;;;;;;;
905;00:30:04;00:59:38;01:28:53;01:58:20;02:06:08.800;05:58;10;;;;;;;;
906;00:28:02;00:55:51;01:24:09;01:57:38;02:05:59.450;05:58;10;;;;;;;;
907;00:27:52;00:57:12;01:25:56;01:59:00;02:06:17.550;05:59;10;;;;;;;;
908;00:29:57;01:00:19;01:30:18;01:59:44;02:06:20.350;05:59;10;;;;;;;;
909;00:27:49;00:56:45;01:26:19;01:58:06;02:06:23.800;05:59;10;;;;;;;;
910;00:29:15;00:58:24;01:28:08;01:58:24;02:06:41.950;06:00;10;;;;;;;;
911;00:28:21;00:59:08;01:28:22;01:58:15;02:06:18.800;05:59;10;;;;;;;;
912;00:28:21;00:59:09;01:28:22;01:58:15;02:06:18.950;05:59;10;;;;;;;;
913;00:27:28;00:55:16;01:25:14;01:58:30;02:06:36.150;06:00;10;;;;;;;;
914;00:27:28;00:55:16;01:25:14;01:58:30;02:06:36.300;06:00;10;;;;;;;;
915;00:27:57;00:57:10;01:26:21;01:59:18;02:06:42.150;06:00;10;;;;;;;;
916;00:27:48;00:56:30;01:26:04;01:58:16;02:06:46.500;06:00;10;;;;;;;;
918;00:30:23;00:59:25;01:27:51;01:58:34;02:06:34.200;05:59;10;;;;;;;;
919;00:29:55;01:00:23;01:30:24;01:59:04;02:06:15.400;05:59;10;;;;;;;;
920;00:28:16;00:56:05;01:30:35;02:00:12;02:07:25.550;06:02;9.9;;;;;;;;
921;00:28:13;00:57:03;01:26:48;01:58:57;02:07:27.750;06:02;9.9;;;;;;;;
922;00:29:53;01:00:06;01:28:31;01:59:02;02:06:53.450;06:00;10;;;;;;;;
923;00:30:31;01:00:38;01:29:51;01:59:35;02:07:08.600;06:01;10;;;;;;;;
924;00:29:01;00:58:31;01:27:52;01:59:13;02:07:25.850;06:02;9.9;;;;;;;;
925;00:29:25;00:59:15;01:28:08;01:58:38;02:06:30.600;05:59;10;;;;;;;;
926;00:30:33;01:01:02;01:29:57;01:59:14;02:06:22.800;05:59;10;;;;;;;;
927;00:29:18;00:59:04;01:29:19;01:59:44;02:06:59.300;06:01;10;;;;;;;;
928;00:28:55;00:57:42;01:26:47;01:58:14;02:06:28.050;05:59;10;;;;;;;;
929;00:29:14;00:58:41;01:28:06;01:59:06;02:07:19.650;06:02;9.9;;;;;;;;
930;00:27:13;00:56:17;01:26:03;01:57:59;02:07:02.150;06:01;10;;;;;;;;
931;00:29:58;00:59:41;01:29:24;01:59:36;02:07:29.500;06:02;9.9;;;;;;;;
932;00:29:58;00:59:41;01:29:24;01:59:36;02:07:29.500;06:02;9.9;;;;;;;;
933;00:26:29;00:55:26;01:25:20;01:58:48;02:07:43.200;06:03;9.9;;;;;;;;
934;00:30:06;00:59:15;01:28:00;01:59:06;02:07:30.000;06:02;9.9;;;;;;;;
935;00:27:21;00:56:39;01:26:21;01:59:15;02:07:52.250;06:03;9.9;;;;;;;;
936;00:28:55;00:57:53;01:26:52;01:58:25;02:07:00.100;06:01;10;;;;;;;;
937;00:29:11;00:58:36;01:28:54;01:59:57;02:08:01.550;06:04;9.9;;;;;;;;
938;00:31:00;01:01:53;01:30:46;02:00:11;02:07:38.100;06:02;9.9;;;;;;;;
939;00:30:02;01:00:31;01:30:24;02:01:08;02:08:36.600;06:05;9.8;;;;;;;;
940;00:29:58;01:00:25;01:30:20;02:01:04;02:08:32.100;06:05;9.8;;;;;;;;
941;00:29:59;01:00:26;01:30:24;02:01:05;02:08:33.150;06:05;9.8;;;;;;;;
943;00:29:54;00:59:53;01:29:35;02:00:31;02:08:11.950;06:04;9.9;;;;;;;;
944;00:26:30;00:51:49;01:17:16;01:59:07;02:09:13.350;06:07;9.8;;;;;;;;
945;00:29:21;00:59:32;01:29:22;02:00:37;02:08:13.800;06:04;9.9;;;;;;;;
946;00:29:21;00:59:32;01:29:22;02:00:37;02:08:17.800;06:04;9.9;;;;;;;;
947;00:27:56;00:55:56;01:25:17;01:58:18;02:07:55.100;06:03;9.9;;;;;;;;
948;00:30:01;01:00:10;01:30:21;02:00:48;02:08:46.300;06:06;9.8;;;;;;;;
949;00:30:12;00:59:43;01:29:06;01:59:52;02:08:16.550;06:04;9.9;;;;;;;;
950;00:30:12;00:59:43;01:29:07;01:59:52;02:08:16.900;06:04;9.9;;;;;;;;
951;00:29:56;01:00:23;01:30:24;02:00:14;02:08:13.450;06:04;9.9;;;;;;;;
952;00:28:10;00:59:23;01:30:02;02:01:10;02:09:41.600;06:08;9.8;;;;;;;;
953;00:28:45;00:57:19;01:27:09;01:59:52;02:08:20.300;06:04;9.9;;;;;;;;
954;00:30:23;01:01:55;01:33:25;02:01:54;02:08:36.450;06:05;9.8;;;;;;;;
955;00:28:19;00:57:34;01:27:43;02:01:09;02:09:18.250;06:07;9.8;;;;;;;;
956;00:28:17;00:57:32;01:27:41;02:01:07;02:09:17.200;06:07;9.8;;;;;;;;
957;00:28:18;00:57:34;01:27:43;02:01:08;02:09:17.700;06:07;9.8;;;;;;;;
958;00:28:06;00:57:47;01:28:13;02:00:56;02:09:18.700;06:07;9.8;;;;;;;;
959;00:27:45;00:57:59;01:28:18;02:01:19;02:09:37.500;06:08;9.8;;;;;;;;
960;00:27:29;00:56:45;01:27:17;02:00:19;02:08:59.000;06:06;9.8;;;;;;;;
961;00:24:50;00:52:19;01:23:21;02:00:06;02:10:00.500;06:09;9.7;;;;;;;;
962;00:29:41;01:00:09;01:30:25;02:01:31;02:09:23.850;06:07;9.8;;;;;;;;
963;00:29:42;01:00:10;01:30:26;02:01:32;02:09:24.850;06:08;9.8;;;;;;;;
964;00:28:23;00:58:13;01:28:40;02:01:05;02:09:41.800;06:08;9.8;;;;;;;;
965;00:28:23;00:58:13;01:28:40;02:01:05;02:09:41.400;06:08;9.8;;;;;;;;
966;00:29:32;01:00:38;01:31:21;02:01:30;02:08:45.800;06:06;9.8;;;;;;;;
967;00:29:32;01:00:39;01:31:21;02:01:30;02:08:45.600;06:06;9.8;;;;;;;;
968;00:29:43;01:00:05;01:30:04;02:01:46;02:09:29.300;06:08;9.8;;;;;;;;
969;00:29:43;01:00:05;01:30:05;02:01:46;02:09:29.100;06:08;9.8;;;;;;;;
970;00:28:47;00:59:04;01:29:38;02:01:15;02:09:38.900;06:08;9.8;;;;;;;;
971;00:28:47;00:59:04;01:29:38;02:01:15;02:09:39.100;06:08;9.8;;;;;;;;
972;00:28:22;00:57:34;01:27:49;02:01:26;02:10:08.750;06:10;9.7;;;;;;;;
973;00:28:23;00:57:35;01:27:50;02:01:28;02:10:08.950;06:10;9.7;;;;;;;;
974;00:30:01;01:00:23;01:30:22;02:01:13;02:09:38.800;06:08;9.8;;;;;;;;
975;00:30:02;01:00:23;01:30:22;02:01:12;02:09:39.100;06:08;9.8;;;;;;;;
976;00:28:08;00:55:53;01:25:02;02:01:52;02:10:19.650;06:10;9.7;;;;;;;;
977;00:30:00;01:00:20;01:30:20;02:01:13;02:09:41.700;06:08;9.8;;;;;;;;
978;00:30:11;01:00:47;01:30:55;02:02:04;02:09:48.600;06:09;9.8;;;;;;;;
979;00:30:11;01:00:47;01:30:55;02:02:04;02:09:48.400;06:09;9.8;;;;;;;;
980;00:29:59;01:00:08;01:30:19;02:01:36;02:09:53.000;06:09;9.7;;;;;;;;
981;00:29:59;01:00:08;01:30:19;02:01:35;02:09:52.450;06:09;9.7;;;;;;;;
982;00:29:54;01:00:42;01:30:51;02:01:48;02:09:46.550;06:09;9.8;;;;;;;;
983;00:29:54;01:00:42;01:30:51;02:01:48;02:09:46.800;06:09;9.8;;;;;;;;
984;00:28:29;00:57:42;01:28:19;02:01:15;02:09:57.650;06:09;9.7;;;;;;;;
985;00:29:14;00:59:41;01:29:38;02:01:20;02:09:33.500;06:08;9.8;;;;;;;;
986;00:28:37;00:57:49;01:28:25;02:01:37;02:10:09.300;06:10;9.7;;;;;;;;
987;00:28:37;00:57:49;01:28:26;02:01:37;02:10:09.200;06:10;9.7;;;;;;;;
988;00:29:53;00:59:52;01:29:38;02:01:26;02:09:56.900;06:09;9.7;;;;;;;;
989;00:28:07;00:58:13;01:28:09;02:01:00;02:09:31.900;06:08;9.8;;;;;;;;
990;00:29:21;00:59:40;01:30:23;02:01:55;02:10:30.000;06:11;9.7;;;;;;;;
991;00:30:22;01:00:22;01:30:08;02:01:25;02:09:50.550;06:09;9.7;;;;;;;;
992;00:30:20;01:00:21;01:30:06;02:01:23;02:09:51.650;06:09;9.7;;;;;;;;
993;00:26:47;00:54:15;01:24:52;02:01:53;02:10:43.300;06:11;9.7;;;;;;;;
994;00:28:55;00:58:53;01:29:20;02:01:33;02:10:16.150;06:10;9.7;;;;;;;;
995;00:31:32;01:02:59;01:32:14;02:03:12;02:11:15.450;06:13;9.6;;;;;;;;
996;00:29:44;01:00:09;01:30:06;02:01:50;02:10:26.000;06:10;9.7;;;;;;;;
997;00:29:44;01:00:10;01:30:06;02:01:50;02:10:26.150;06:10;9.7;;;;;;;;
998;00:30:53;01:02:01;01:31:02;02:03:07;02:10:03.500;06:09;9.7;;;;;;;;
999;00:28:23;00:58:21;01:29:10;02:02:02;02:10:48.750;06:11;9.7;;;;;;;;
1000;00:30:05;01:00:13;01:30:24;02:02:03;02:10:15.100;06:10;9.7;;;;;;;;
1001;00:30:05;01:00:12;01:30:21;02:02:02;02:10:36.200;06:11;9.7;;;;;;;;
1002;00:30:06;01:00:14;01:30:22;02:02:06;02:10:39.750;06:11;9.7;;;;;;;;
1003;00:28:03;00:57:52;01:28:20;02:01:54;02:10:48.850;06:11;9.7;;;;;;;;
1004;00:29:54;01:00:23;01:31:24;02:02:33;02:10:45.850;06:11;9.7;;;;;;;;
1005;00:26:24;00:55:23;01:29:02;02:02:27;02:11:13.600;06:13;9.6;;;;;;;;
1006;00:29:11;00:58:36;01:28:55;02:02:25;02:11:12.550;06:13;9.6;;;;;;;;
1007;00:29:34;00:59:52;01:29:52;02:02:00;02:10:42.900;06:11;9.7;;;;;;;;
1008;00:27:16;00:54:13;01:21:55;02:00:26;02:10:48.800;06:11;9.7;;;;;;;;
1009;00:29:55;01:00:16;01:30:14;02:02:27;02:11:09.900;06:12;9.7;;;;;;;;
1010;00:29:50;01:00:39;01:31:15;02:02:54;02:11:13.900;06:13;9.6;;;;;;;;
1011;00:29:50;01:00:39;01:31:15;02:02:54;02:11:15.150;06:13;9.6;;;;;;;;
1012;00:26:55;00:56:12;01:28:19;02:03:11;02:12:16.200;06:16;9.6;;;;;;;;
1013;00:28:06;00:58:11;01:29:39;02:03:13;02:11:48.150;06:14;9.6;;;;;;;;
1014;00:31:35;01:01:55;01:31:26;02:03:00;02:10:49.100;06:11;9.7;;;;;;;;
1015;00:29:39;01:00:59;01:30:22;02:02:20;02:10:52.650;06:12;9.7;;;;;;;;
1016;00:29:01;00:59:37;01:31:06;02:03:35;02:12:07.250;06:15;9.6;;;;;;;;
1017;00:27:20;00:57:34;01:28:36;02:03:14;02:11:57.750;06:15;9.6;;;;;;;;
1018;00:30:32;01:00:55;01:31:52;02:03:42;02:12:23.250;06:16;9.6;;;;;;;;
1019;00:31:35;01:01:56;01:31:26;02:03:39;02:11:37.650;06:14;9.6;;;;;;;;
1020;00:29:49;00:59:30;01:30:09;02:04:03;02:12:37.850;06:17;9.5;;;;;;;;
1021;00:30:14;01:00:44;01:31:51;02:04:39;02:13:07.050;06:18;9.5;;;;;;;;
1022;00:28:21;00:58:19;01:29:28;02:03:31;02:13:10.550;06:18;9.5;;;;;;;;
1023;00:28:51;00:59:27;01:31:09;02:04:39;02:13:13.200;06:18;9.5;;;;;;;;
1024;00:32:37;01:04:01;01:34:46;02:05:39;02:13:10.250;06:18;9.5;;;;;;;;
1025;00:30:51;01:02:25;01:32:54;02:04:25;02:12:58.250;06:18;9.5;;;;;;;;
1026;00:30:04;01:00:25;01:30:36;02:04:36;02:13:18.800;06:19;9.5;;;;;;;;
1027;00:29:31;00:59:49;01:30:07;02:04:12;02:13:05.650;06:18;9.5;;;;;;;;
1028;00:28:01;00:56:08;01:26:32;02:02:53;02:12:46.450;06:17;9.5;;;;;;;;
1029;00:27:48;00:56:43;01:28:04;02:05:13;02:13:42.800;06:20;9.5;;;;;;;;
1030;00:27:48;00:56:43;01:28:05;02:05:13;02:13:42.700;06:20;9.5;;;;;;;;
1031;00:28:01;00:57:04;01:29:31;02:05:26;02:13:55.800;06:20;9.5;;;;;;;;
1032;00:25:25;00:53:57;01:27:01;02:03:29;02:14:17.800;06:21;9.4;;;;;;;;
1033;00:30:56;01:00:54;01:31:40;02:04:22;02:12:56.450;06:18;9.5;;;;;;;;
1034;00:30:56;01:03:22;01:35:38;02:06:05;02:13:09.600;06:18;9.5;;;;;;;;
1035;00:30:59;01:03:32;01:35:37;02:06:09;02:13:51.400;06:20;9.5;;;;;;;;
1036;00:29:55;01:00:15;01:30:15;02:04:34;02:14:49.300;06:23;9.4;;;;;;;;
1037;00:30:16;01:00:59;01:31:54;02:05:53;02:14:57.000;06:23;9.4;;;;;;;;
1038;00:30:34;01:02:09;01:33:39;02:06:32;02:15:16.800;06:24;9.4;;;;;;;;
1039;00:30:59;01:02:44;01:34:51;02:06:43;02:14:59.550;06:23;9.4;;;;;;;;
1040;00:30:58;01:02:45;01:34:54;02:06:44;02:15:02.200;06:23;9.4;;;;;;;;
1041;00:30:50;01:02:34;01:34:17;02:06:30;02:14:59.750;06:23;9.4;;;;;;;;
1042;00:29:15;00:59:52;01:30:34;02:06:12;02:15:04.350;06:24;9.4;;;;;;;;
1043;00:30:19;01:01:06;01:32:11;02:06:38;02:15:14.300;06:24;9.4;;;;;;;;
1044;00:31:16;01:02:44;01:34:03;02:07:14;02:15:21.250;06:24;9.4;;;;;;;;
1045;00:30:08;01:01:43;01:33:50;02:07:31;02:15:35.800;06:25;9.3;;;;;;;;
1046;00:29:45;01:00:19;01:32:42;02:07:09;02:16:00.300;06:26;9.3;;;;;;;;
1047;00:30:24;01:01:56;01:33:26;02:07:09;02:15:35.700;06:25;9.3;;;;;;;;
1048;00:30:46;01:02:15;01:33:43;02:06:38;02:15:22.000;06:24;9.4;;;;;;;;
1049;00:30:45;01:02:14;01:33:42;02:06:38;02:15:21.700;06:24;9.4;;;;;;;;
1050;00:30:56;01:02:21;01:34:34;02:07:20;02:15:22.450;06:24;9.4;;;;;;;;
1051;00:29:33;01:00:01;01:32:05;02:06:50;02:16:04.150;06:26;9.3;;;;;;;;
1052;00:30:16;01:01:06;01:33:38;02:07:23;02:16:12.850;06:27;9.3;;;;;;;;
1053;00:30:56;01:02:23;01:34:01;02:06:57;02:15:42.400;06:25;9.3;;;;;;;;
1054;00:32:57;01:04:35;01:36:13;02:07:51;02:15:56.000;06:26;9.3;;;;;;;;
1055;00:29:38;01:00:19;01:33:04;02:08:03;02:16:50.250;06:29;9.3;;;;;;;;
1056;00:30:09;01:01:21;01:32:52;02:07:04;02:16:30.200;06:28;9.3;;;;;;;;
1057;00:29:15;01:00:20;01:31:43;02:08:02;02:17:03.850;06:29;9.2;;;;;;;;
1058;00:32:01;01:04:02;01:35:53;02:08:30;02:16:25.800;06:27;9.3;;;;;;;;
1059;00:28:02;00:59:02;01:32:26;02:08:37;02:17:44.100;06:31;9.2;;;;;;;;
1060;00:29:58;01:00:19;01:32:12;02:08:12;02:17:41.500;06:31;9.2;;;;;;;;
1061;00:29:58;01:00:21;01:31:40;02:08:24;02:17:53.700;06:32;9.2;;;;;;;;
1062;00:31:41;01:03:50;01:36:06;02:08:50;02:17:25.100;06:30;9.2;;;;;;;;
1063;00:29:09;00:59:55;01:32:12;02:08:02;02:17:06.750;06:29;9.2;;;;;;;;
1064;00:29:10;00:59:56;01:32:13;02:08:03;02:17:07.500;06:29;9.2;;;;;;;;
1065;00:27:23;00:58:06;01:30:17;02:08:26;02:18:31.250;06:33;9.1;;;;;;;;
1066;00:30:12;01:01:48;01:34:18;02:08:51;02:18:03.950;06:32;9.2;;;;;;;;
1067;00:28:44;00:59:03;01:32:19;02:09:08;02:18:09.550;06:32;9.2;;;;;;;;
1068;00:28:56;01:00:00;01:33:28;02:09:41;02:18:49.250;06:34;9.1;;;;;;;;
1069;00:30:10;01:02:32;01:34:27;02:08:38;02:18:23.200;06:33;9.1;;;;;;;;
1070;00:30:59;01:02:33;01:35:19;02:09:54;02:18:40.950;06:34;9.1;;;;;;;;
1071;00:30:08;01:02:46;01:36:47;02:10:31;02:19:08.500;06:35;9.1;;;;;;;;
1072;00:30:22;01:01:59;01:35:16;02:09:34;02:18:31.100;06:33;9.1;;;;;;;;
1073;00:28:52;00:59:47;01:34:01;02:10:29;02:19:27.200;06:36;9.1;;;;;;;;
1074;00:30:55;01:03:09;01:36:04;02:10:20;02:19:06.000;06:35;9.1;;;;;;;;
1075;00:28:50;01:00:13;01:34:33;02:10:04;02:18:54.750;06:35;9.1;;;;;;;;
1076;00:30:50;01:02:31;01:34:45;02:09:55;02:19:23.500;06:36;9.1;;;;;;;;
1077;00:30:50;01:02:31;01:34:45;02:09:55;02:19:24.250;06:36;9.1;;;;;;;;
1078;00:30:59;01:03:13;01:35:58;02:10:14;02:19:15.000;06:35;9.1;;;;;;;;
1079;00:28:19;00:59:29;01:32:12;02:09:52;02:20:03.400;06:38;9;;;;;;;;
1080;00:30:57;01:02:16;01:34:08;02:09:50;02:19:18.950;06:36;9.1;;;;;;;;
1081;00:34:02;01:06:49;01:37:57;02:10:41;02:19:28.300;06:36;9.1;;;;;;;;
1082;00:31:41;01:03:50;01:36:04;02:10:34;02:19:46.700;06:37;9.1;;;;;;;;
1083;00:30:42;01:02:13;01:34:07;02:10:20;02:19:51.650;06:37;9.1;;;;;;;;
1084;00:30:04;01:02:16;01:35:56;02:11:32;02:20:51.150;06:40;9;;;;;;;;
1085;00:30:51;01:03:03;01:35:50;02:10:38;02:20:01.650;06:38;9;;;;;;;;
1086;00:28:31;00:59:48;01:33:54;02:11:08;02:21:06.550;06:41;9;;;;;;;;
1087;00:30:56;01:02:52;01:36:06;02:11:35;02:20:14.150;06:38;9;;;;;;;;
1088;00:31:25;01:04:02;01:36:50;02:12:27;02:21:28.200;06:42;8.9;;;;;;;;
1089;00:31:00;01:02:50;01:35:38;02:11:15;02:20:18.600;06:39;9;;;;;;;;
1090;00:33:04;01:05:54;01:38:24;02:11:56;02:20:37.500;06:39;9;;;;;;;;
1091;00:33:04;01:05:54;01:38:24;02:11:56;02:20:37.800;06:39;9;;;;;;;;
1092;00:30:59;01:03:38;01:36:27;02:10:38;02:21:00.950;06:40;9;;;;;;;;
1093;00:30:57;01:03:54;01:37:50;02:11:32;02:21:32.000;06:42;8.9;;;;;;;;
1094;00:30:59;01:03:57;01:37:52;02:11:31;02:21:33.100;06:42;8.9;;;;;;;;
1095;00:30:57;01:03:51;01:37:47;02:11:29;02:21:30.550;06:42;8.9;;;;;;;;
1096;00:30:54;01:03:49;01:37:45;02:11:22;02:21:24.200;06:42;9;;;;;;;;
1097;00:30:56;01:03:54;01:37:49;02:11:31;02:21:33.300;06:42;8.9;;;;;;;;
1098;00:30:56;01:03:54;01:37:49;02:11:32;02:21:33.400;06:42;8.9;;;;;;;;
1099;00:30:56;01:03:54;01:37:49;02:11:32;02:21:33.450;06:42;8.9;;;;;;;;
1100;00:30:56;01:03:54;01:37:49;02:11:31;02:21:32.700;06:42;8.9;;;;;;;;
1101;00:30:56;01:03:54;01:37:49;02:11:31;02:21:32.850;06:42;8.9;;;;;;;;
1102;00:30:56;01:03:54;01:38:34;02:11:32;02:21:33.900;06:42;8.9;;;;;;;;
1103;00:30:58;01:03:55;01:37:50;02:11:32;02:21:34.050;06:42;8.9;;;;;;;;
1104;00:30:56;01:03:52;01:37:48;02:11:29;02:21:31.300;06:42;8.9;;;;;;;;
1105;00:30:56;01:03:52;01:37:47;02:11:29;02:21:30.900;06:42;8.9;;;;;;;;
1106;00:30:57;01:03:54;01:37:48;02:11:31;02:21:34.050;06:42;8.9;;;;;;;;
1107;00:30:55;01:03:53;01:37:49;02:11:28;02:21:29.350;06:42;8.9;;;;;;;;
1108;00:30:55;01:03:52;01:37:44;02:11:26;02:21:28.850;06:42;8.9;;;;;;;;
1109;00:30:54;01:03:51;01:37:48;02:11:27;02:21:29.600;06:42;8.9;;;;;;;;
1110;00:30:56;01:03:53;01:37:50;02:11:29;02:21:31.950;06:42;8.9;;;;;;;;
1111;00:30:54;01:03:53;01:37:49;02:11:30;02:21:33.200;06:42;8.9;;;;;;;;
1112;00:30:55;01:03:53;01:37:46;02:11:28;02:21:30.500;06:42;8.9;;;;;;;;
1113;00:30:58;01:03:56;01:37:52;02:11:33;02:21:35.900;06:42;8.9;;;;;;;;
1114;00:30:56;01:03:53;01:37:49;02:11:33;02:21:35.100;06:42;8.9;;;;;;;;
1115;00:30:52;01:03:55;01:37:51;02:11:32;02:21:36.050;06:42;8.9;;;;;;;;
1116;00:30:54;01:03:51;01:37:47;02:11:28;02:21:30.000;06:42;8.9;;;;;;;;
1117;00:30:54;01:03:45;01:37:40;02:11:28;02:21:31.150;06:42;8.9;;;;;;;;
1118;00:30:54;01:03:50;01:37:47;02:11:28;02:21:31.150;06:42;8.9;;;;;;;;
1119;00:30:53;01:03:50;01:37:47;02:11:27;02:21:29.650;06:42;8.9;;;;;;;;
1120;00:30:54;01:03:52;01:37:48;02:11:28;02:21:31.100;06:42;8.9;;;;;;;;
1121;00:30:53;01:03:50;01:37:46;02:11:27;02:21:29.700;06:42;8.9;;;;;;;;
1122;00:30:53;01:03:50;01:37:46;02:11:27;02:21:30.450;06:42;8.9;;;;;;;;
1123;00:30:55;01:03:52;01:37:49;02:11:31;02:21:35.950;06:42;8.9;;;;;;;;
1124;00:30:53;01:03:50;01:37:46;02:11:26;02:21:30.150;06:42;8.9;;;;;;;;
